[T24.],Land,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
626,Timor-Leste,2005,Arable land (thousand hectares),170,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2005,Permanent crops (thousand hectares),65,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2005,Forest cover (thousand hectares),798,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2005,Arable land (% of total land area),11.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2005,Permanent crops (% of total land area),4.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2005,Forest cover (% of total land area),53.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),14.91,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
626,Timor-Leste,2010,Land area (thousand hectares),"1,487",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2010,Arable land (thousand hectares),150,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2010,Permanent crops (thousand hectares),72,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2010,Forest cover (thousand hectares),742,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2010,Arable land (% of total land area),10.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2010,Permanent crops (% of total land area),4.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2010,Forest cover (% of total land area),49.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),38.73,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
626,Timor-Leste,2016,Land area (thousand hectares),"1,487",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2016,Arable land (thousand hectares),155,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2016,Permanent crops (thousand hectares),75,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2016,Forest cover (thousand hectares),675,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2016,Arable land (% of total land area),10.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2016,Permanent crops (% of total land area),5.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2016,Forest cover (% of total land area),45.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
626,Timor-Leste,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),38.73,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
626,Timor-Leste,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),38.73,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
768,Togo,2005,Land area (thousand hectares),"5,439",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2005,Arable land (thousand hectares),"2,100",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2005,Permanent crops (thousand hectares),150,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2005,Forest cover (thousand hectares),386,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2005,Arable land (% of total land area),38.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2005,Permanent crops (% of total land area),2.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2005,Forest cover (% of total land area),7.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),75.00,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
768,Togo,2010,Land area (thousand hectares),"5,439",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2010,Arable land (thousand hectares),"2,460",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2010,Permanent crops (thousand hectares),205,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2010,Forest cover (thousand hectares),287,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2010,Arable land (% of total land area),45.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2010,Permanent crops (% of total land area),3.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2010,Forest cover (% of total land area),5.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),96.98,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
768,Togo,2016,Land area (thousand hectares),"5,439",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2016,Arable land (thousand hectares),"2,650",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2016,Permanent crops (thousand hectares),170,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2016,Forest cover (thousand hectares),168,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2016,Arable land (% of total land area),48.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2016,Permanent crops (% of total land area),3.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2016,Forest cover (% of total land area),3.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
768,Togo,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),96.98,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
768,Togo,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),96.98,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
772,Tokelau,2005,Land area (thousand hectares),1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
772,Tokelau,2005,Permanent crops (thousand hectares),1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
772,Tokelau,2005,Forest cover (thousand hectares),0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
772,Tokelau,2005,Permanent crops (% of total land area),0.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
772,Tokelau,2005,Forest cover (% of total land area),0.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
772,Tokelau,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),2.59,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
772,Tokelau,2010,Land area (thousand hectares),1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
772,Tokelau,2010,Permanent crops (thousand hectares),1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
772,Tokelau,2010,Forest cover (thousand hectares),0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
