T10,Health Personnel,,,,,
196,Cyprus,2009,Health personnel: Physicians (per 1000 population),2.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2009,Health personnel: Dentists (number),757,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2009,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2009,Health personnel: Nurses and midwives (number),"3,806",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2009,Health personnel: Nurses and midwives personnel (per 1000 population),3.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2010,Health personnel: Physicians (number),"2,399",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2010,Health personnel: Physicians (per 1000 population),2.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2010,Health personnel: Dentists (number),772,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2010,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2010,Health personnel: Pharmacists (number),181,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2010,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2014,Health personnel: Physicians (number),"2,880",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2014,Health personnel: Physicians (per 1000 population),2.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2014,Health personnel: Dentists (number),839,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2014,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2014,Health personnel: Pharmacists (number),188,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2014,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2014,Health personnel: Nurses and midwives (number),"4,750",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2014,Health personnel: Nurses and midwives personnel (per 1000 population),4.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2016,Health personnel: Physicians (number),"2,283",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2016,Health personnel: Physicians (per 1000 population),2.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2016,Health personnel: Nurses and midwives (number),"6,145",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
196,Cyprus,2016,Health personnel: Nurses and midwives personnel (per 1000 population),5.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2010,Health personnel: Physicians (number),"37,661",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2010,Health personnel: Physicians (per 1000 population),3.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2010,Health personnel: Dentists (number),"7,263",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2010,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2010,Health personnel: Pharmacists (number),"6,061",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2010,Health personnel: Pharmacists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2010,Health personnel: Nurses and midwives (number),"89,233",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2010,Health personnel: Nurses and midwives personnel (per 1000 population),8.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2013,Health personnel: Physicians (number),"38,776",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2013,Health personnel: Physicians (per 1000 population),3.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2013,Health personnel: Dentists (number),"7,426",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2013,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2013,Health personnel: Pharmacists (number),"6,383",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2013,Health personnel: Pharmacists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2013,Health personnel: Nurses and midwives (number),"88,425",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2013,Health personnel: Nurses and midwives personnel (per 1000 population),8.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2015,Health personnel: Dentists (number),"8,461",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2015,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2015,Health personnel: Pharmacists (number),"6,965",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2015,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2015,Health personnel: Nurses and midwives (number),"88,744",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2015,Health personnel: Nurses and midwives personnel (per 1000 population),8.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2016,Health personnel: Physicians (number),"45,776",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2016,Health personnel: Physicians (per 1000 population),4.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2016,Health personnel: Dentists (number),"7,955",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2016,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2016,Health personnel: Pharmacists (number),"7,172",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2016,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2016,Health personnel: Nurses and midwives (number),"89,208",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
203,Czechia,2016,Health personnel: Nurses and midwives personnel (per 1000 population),8.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
408,Dem. People's Rep. Korea,2003,Health personnel: Physicians (number),"74,597",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
408,Dem. People's Rep. Korea,2003,Health personnel: Physicians (per 1000 population),3.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
408,Dem. People's Rep. Korea,2003,Health personnel: Dentists (number),"3,955",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
408,Dem. People's Rep. Korea,2003,Health personnel: Dentists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
