T06,"Ratio of girls to boys in primary, secondary and tertiary education",,,,,
44,Bahamas,2005,Ratio of girls to boys in primary education,0.9862,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
44,Bahamas,2010,Ratio of girls to boys in primary education,1.0193,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
44,Bahamas,2016,Ratio of girls to boys in primary education,1.0541,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
44,Bahamas,1985,Ratio of girls to boys in secondary education,1.1622,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
44,Bahamas,1995,Ratio of girls to boys in secondary education,0.9996,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
44,Bahamas,2005,Ratio of girls to boys in secondary education,0.9965,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
44,Bahamas,2010,Ratio of girls to boys in secondary education,1.0537,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
44,Bahamas,2016,Ratio of girls to boys in secondary education,1.0594,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
44,Bahamas,1995,Ratio of girls to boys in tertiary education,2.7062,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,1985,Ratio of girls to boys in primary education,0.9978,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,1995,Ratio of girls to boys in primary education,1.0105,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2005,Ratio of girls to boys in primary education,1.0359,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2015,Ratio of girls to boys in primary education,1.0123,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2016,Ratio of girls to boys in primary education,1.0208,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2017,Ratio of girls to boys in primary education,1.0024,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,1985,Ratio of girls to boys in secondary education,0.9246,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,1995,Ratio of girls to boys in secondary education,1.0395,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2005,Ratio of girls to boys in secondary education,1.1092,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2010,Ratio of girls to boys in secondary education,1.0136,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2015,Ratio of girls to boys in secondary education,0.9954,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2016,Ratio of girls to boys in secondary education,1.0081,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2017,Ratio of girls to boys in secondary education,1.0099,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,1985,Ratio of girls to boys in tertiary education,1.3882,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,1995,Ratio of girls to boys in tertiary education,1.6167,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2005,Ratio of girls to boys in tertiary education,3.0642,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2015,Ratio of girls to boys in tertiary education,1.9206,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2016,Ratio of girls to boys in tertiary education,1.8680,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
48,Bahrain,2017,Ratio of girls to boys in tertiary education,1.9504,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,1985,Ratio of girls to boys in primary education,0.6930,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2005,Ratio of girls to boys in primary education,1.0465,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2010,Ratio of girls to boys in primary education,1.0631,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2017,Ratio of girls to boys in primary education,1.0724,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,1985,Ratio of girls to boys in secondary education,0.4047,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2005,Ratio of girls to boys in secondary education,1.0657,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2010,Ratio of girls to boys in secondary education,1.1230,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2015,Ratio of girls to boys in secondary education,1.1289,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2016,Ratio of girls to boys in secondary education,1.1048,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2017,Ratio of girls to boys in secondary education,1.1702,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,1985,Ratio of girls to boys in tertiary education,0.2430,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2005,Ratio of girls to boys in tertiary education,0.5215,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2016,Ratio of girls to boys in tertiary education,0.7013,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2017,Ratio of girls to boys in tertiary education,0.7020,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,1985,Ratio of girls to boys in primary education,0.9595,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
